Declarative benchmark summary
Run: 31154048309  Commit: 4c91afc
Base URL: https://us.api.konghq.com
Suite: 4m36.029s  Cases: 12  Phases: 24  Requests: 492  Responses: 492  Errors: 0
Note: suite duration includes fixture generation and destructive org reset.
      phase duration measures only the kongctl apply command.

CASE                     PHASE          REP  APIS  DOCS   DURATION    REQ   RESP    ERR
------------------------ ------------- ---- ----- ----- ---------- ------ ------ ------
small-single-file        apply_create     1     1     2      663ms      6      6      0
small-single-file        apply_noop       1     1     2      488ms      4      4      0
small-single-file        apply_create     2     1     2      690ms      6      6      0
small-single-file        apply_noop       2     1     2      410ms      4      4      0
small-single-file        apply_create     3     1     2      607ms      6      6      0
small-single-file        apply_noop       3     1     2      418ms      4      4      0
small-multi-file         apply_create     1     1     2      703ms      6      6      0
small-multi-file         apply_noop       1     1     2      400ms      4      4      0
small-multi-file         apply_create     2     1     2      694ms      6      6      0
small-multi-file         apply_noop       2     1     2      405ms      4      4      0
small-multi-file         apply_create     3     1     2      642ms      6      6      0
small-multi-file         apply_noop       3     1     2      413ms      4      4      0
medium-single-file       apply_create     1     5    25     1.514s     41     41      0
medium-single-file       apply_noop       1     5    25     1.524s     31     31      0
medium-single-file       apply_create     2     5    25     1.414s     41     41      0
medium-single-file       apply_noop       2     5    25     1.513s     31     31      0
medium-single-file       apply_create     3     5    25     1.413s     41     41      0
medium-single-file       apply_noop       3     5    25     1.559s     31     31      0
medium-multi-file        apply_create     1     5    25      1.47s     41     41      0
medium-multi-file        apply_noop       1     5    25     1.546s     31     31      0
medium-multi-file        apply_create     2     5    25     1.512s     41     41      0
medium-multi-file        apply_noop       2     5    25      1.59s     31     31      0
medium-multi-file        apply_create     3     5    25     1.494s     41     41      0
medium-multi-file        apply_noop       3     5    25      1.65s     31     31      0
